ISim log file
Running: C:\Users\sahil\Desktop\UCLAThings\2018-2019 Classes\Fall 2018\CS M152B\SJD\Lab0_2018\first_counter_tb_isim_beh.exe -intstyle ise -gui -tclbatch isim.cmd -wdb C:/Users/sahil/Desktop/UCLAThings/2018-2019 Classes/Fall 2018/CS M152B/SJD/Lab0_2018/first_counter_tb_isim_beh.wdb 
ISim P.20131013 (signature 0x7708f090)
----------------------------------------------------------------------
INFO:Security:51 - The XILINXD_LICENSE_FILE environment variable is not set.
INFO:Security:53 - The LM_LICENSE_FILE environment variable is not set.
INFO:Security:68a - user is sahil, on host SAHILLAPTOP.
WARNING:Security:43 - No license file was found in the standard Xilinx license directory.
WARNING:Security:44 - Since no license file was found,
       please run the Xilinx License Configuration Manager
       (xlcm or "Manage Xilinx Licenses")
       to assist in obtaining a license.
ERROR:Security:14 - No feature was available for 'ISIM'.

No such feature exists.
Feature:       ISIM
License path:  C:/.Xilinx;D:\Xilinx\14.7\ISE_DS\ISE\/data\*.lic;D:\Xilinx\14.7\ISE_DS\ISE\/coregen/core_licenses\Xilinx.lic;D:\Xilinx\14.7\ISE_DS\ISE\/coregen/core_licenses\XilinxFree.lic;
FLEXnet Licensing error:-5,357
For further information, refer to the FLEXnet Licensing documentation,
available at "www.flexerasoftware.com".
----------------------------------------------------------------------
WARNING: A full ISim License cannot be checked out due to the issues listed above. Please use Xilinx License Configuration Manager to fix these issues in order to check out a full ISim license.
WARNING: ISim will run in Lite mode. Please refer to the ISim documentation for more information on the differences between the Lite and the Full version.
This is a Lite version of ISim.
Time resolution is 1 ps
# onerror resume
# wave add /
# run 1000 ns
Simulator is doing circuit initialization process.
time	 clk reset enable counter
Finished circuit initialization process.
0	 1 0 0 xxxx
15380	 1 0 1 0000
15385	 0 0 1 0000
15390	 1 0 1 0000
15395	 0 0 1 0000
15400	 1 0 1 0000
15405	 0 0 1 0000
15410	 1 0 1 0000
15411	 1 0 1 0001
15415	 0 0 1 0001
15420	 1 0 1 0001
15425	 0 0 1 0001
15430	 1 0 1 0001
15435	 0 0 1 0001
15440	 1 0 1 0001
15445	 0 0 1 0001
15450	 1 0 1 0001
15455	 0 0 1 0001
15460	 1 0 1 0001
15465	 0 0 1 0001
15470	 1 0 1 0001
15471	 1 0 1 0010
15475	 0 0 1 0010
15480	 1 0 1 0010
15485	 0 0 1 0010
15490	 1 0 1 0010
15495	 0 0 1 0010
15500	 1 0 1 0010
15505	 0 0 1 0010
15510	 1 0 1 0010
15515	 0 0 1 0010
15520	 1 0 1 0010
15525	 0 0 1 0010
15530	 1 0 1 0010
15531	 1 0 1 0011
15535	 0 0 1 0011
15540	 1 0 1 0011
15545	 0 0 1 0011
15550	 1 0 1 0011
15555	 0 0 1 0011
15560	 1 0 1 0011
15565	 0 0 1 0011
15570	 1 0 1 0011
15575	 0 0 1 0011
15580	 1 0 1 0011
15585	 0 0 1 0011
15590	 1 0 1 0011
15591	 1 0 1 0100
15595	 0 0 1 0100
15600	 1 0 1 0100
15605	 0 0 1 0100
15610	 1 0 1 0100
15615	 0 0 1 0100
15620	 1 0 1 0100
15625	 0 0 1 0100
15630	 1 0 1 0100
15635	 0 0 1 0100
15640	 1 0 1 0100
15645	 0 0 1 0100
15650	 1 0 1 0100
15651	 1 0 1 0101
15655	 0 0 1 0101
15660	 1 0 1 0101
15665	 0 0 1 0101
15670	 1 0 1 0101
15675	 0 0 1 0101
15680	 1 0 1 0101
15685	 0 0 1 0101
15690	 1 0 1 0101
15695	 0 0 1 0101
15700	 1 0 1 0101
15705	 0 0 1 0101
15710	 1 0 1 0101
15711	 1 0 1 0110
15715	 0 0 1 0110
15720	 1 0 1 0110
15725	 0 0 1 0110
15730	 1 0 1 0110
15735	 0 0 1 0110
15740	 1 0 1 0110
15745	 0 0 1 0110
15750	 1 0 1 0110
15755	 0 0 1 0110
15760	 1 0 1 0110
15765	 0 0 1 0110
15770	 1 0 1 0110
15771	 1 0 1 0111
15775	 0 0 1 0111
15780	 1 0 1 0111
15785	 0 0 1 0111
15790	 1 0 1 0111
15795	 0 0 1 0111
15800	 1 0 1 0111
15805	 0 0 1 0111
15810	 1 0 1 0111
15815	 0 0 1 0111
15820	 1 0 1 0111
15825	 0 0 1 0111
15830	 1 0 1 0111
15831	 1 0 1 1000
15835	 0 0 1 1000
15840	 1 0 1 1000
15845	 0 0 1 1000
15850	 1 0 1 1000
15855	 0 0 1 1000
15860	 1 0 1 1000
15865	 0 0 1 1000
15870	 1 0 1 1000
15875	 0 0 1 1000
15880	 1 0 1 1000
15885	 0 0 1 1000
15890	 1 0 1 1000
15891	 1 0 1 1001
15895	 0 0 1 1001
15900	 1 0 1 1001
15905	 0 0 1 1001
15910	 1 0 1 1001
15915	 0 0 1 1001
15920	 1 0 1 1001
15925	 0 0 1 1001
15930	 1 0 1 1001
15935	 0 0 1 1001
15940	 1 0 1 1001
15945	 0 0 1 1001
15950	 1 0 1 1001
15951	 1 0 1 1010
15955	 0 0 1 1010
15960	 1 0 1 1010
15965	 0 0 1 1010
15970	 1 0 1 1010
15975	 0 0 1 1010
15980	 1 0 1 1010
15985	 0 0 1 1010
15990	 1 0 1 1010
15995	 0 0 1 1010
16000	 1 0 1 1010
16005	 0 0 1 1010
16010	 1 0 1 1010
16011	 1 0 1 1011
16015	 0 0 1 1011
16020	 1 0 1 1011
16025	 0 0 1 1011
16030	 1 0 1 1011
16035	 0 0 1 1011
16040	 1 0 1 1011
16045	 0 0 1 1011
16050	 1 0 1 1011
16055	 0 0 1 1011
16060	 1 0 1 1011
16065	 0 0 1 1011
16070	 1 0 1 1011
16071	 1 0 1 1100
16075	 0 0 1 1100
16080	 1 0 1 1100
16085	 0 0 1 1100
16090	 1 0 1 1100
16095	 0 0 1 1100
16100	 1 0 1 1100
16105	 0 0 1 1100
16110	 1 0 1 1100
16115	 0 0 1 1100
16120	 1 0 1 1100
16125	 0 0 1 1100
16130	 1 0 1 1100
16131	 1 0 1 1101
16135	 0 0 1 1101
16140	 1 0 1 1101
16145	 0 0 1 1101
16150	 1 0 1 1101
16155	 0 0 1 1101
16160	 1 0 1 1101
16165	 0 0 1 1101
16170	 1 0 1 1101
16175	 0 0 1 1101
16180	 1 0 1 1101
16185	 0 0 1 1101
16190	 1 0 1 1101
16191	 1 0 1 1110
16195	 0 0 1 1110
16200	 1 0 1 1110
16205	 0 0 1 1110
16210	 1 0 1 1110
16215	 0 0 1 1110
16220	 1 0 1 1110
16225	 0 0 1 1110
16230	 1 0 1 1110
16235	 0 0 1 1110
16240	 1 0 1 1110
16245	 0 0 1 1110
16250	 1 0 1 1110
16251	 1 0 1 1111
16255	 0 0 1 1111
16260	 1 0 1 1111
16265	 0 0 1 1111
16270	 1 0 1 1111
16275	 0 0 1 1111
16280	 1 0 1 1111
16285	 0 0 1 1111
16290	 1 0 1 1111
16295	 0 0 1 1111
16300	 1 0 1 1111
16305	 0 0 1 1111
16310	 1 0 1 1111
16311	 1 0 1 0000
16315	 0 0 1 0000
16320	 1 0 1 0000
16325	 0 0 1 0000
16330	 1 0 1 0000
16335	 0 0 1 0000
16340	 1 0 1 0000
16345	 0 0 1 0000
16350	 1 0 1 0000
16355	 0 0 1 0000
16360	 1 0 1 0000
16365	 0 0 1 0000
16370	 1 0 1 0000
16371	 1 0 1 0001
16375	 0 0 1 0001
16380	 1 0 1 0001
16385	 0 0 1 0001
16390	 1 0 1 0001
16395	 0 0 1 0001
16400	 1 0 1 0001
16405	 0 0 1 0001
16410	 1 0 1 0001
16415	 0 0 1 0001
16420	 1 0 1 0001
16425	 0 0 1 0001
16430	 1 0 1 0001
16431	 1 0 1 0010
16435	 0 0 1 0010
16440	 1 0 1 0010
16445	 0 0 1 0010
16450	 1 0 1 0010
16455	 0 0 1 0010
16460	 1 0 1 0010
16465	 0 0 1 0010
16470	 1 0 1 0010
16475	 0 0 1 0010
16480	 1 0 1 0010
16485	 0 0 1 0010
16490	 1 0 1 0010
16491	 1 0 1 0011
16495	 0 0 1 0011
16500	 1 0 1 0011
16505	 0 0 1 0011
16510	 1 0 1 0011
16515	 0 0 1 0011
16520	 1 0 1 0011
16525	 0 0 1 0011
16530	 1 0 1 0011
16535	 0 0 1 0011
16540	 1 0 1 0011
16545	 0 0 1 0011
16550	 1 0 1 0011
16551	 1 0 1 0100
16555	 0 0 1 0100
16560	 1 0 1 0100
16565	 0 0 1 0100
16570	 1 0 1 0100
16575	 0 0 1 0100
16580	 1 0 1 0100
16585	 0 0 1 0100
16590	 1 0 1 0100
16595	 0 0 1 0100
16600	 1 0 1 0100
16605	 0 0 1 0100
16610	 1 0 1 0100
16611	 1 0 1 0101
16615	 0 0 1 0101
16620	 1 0 1 0101
16625	 0 0 1 0101
16630	 1 0 1 0101
16635	 0 0 1 0101
16640	 1 0 1 0101
16645	 0 0 1 0101
16650	 1 0 1 0101
16655	 0 0 1 0101
16660	 1 0 1 0101
16665	 0 0 1 0101
16670	 1 0 1 0101
16671	 1 0 1 0110
16675	 0 0 1 0110
16680	 1 0 1 0110
16685	 0 0 1 0110
16690	 1 0 1 0110
16695	 0 0 1 0110
16700	 1 0 1 0110
16705	 0 0 1 0110
16710	 1 0 1 0110
16715	 0 0 1 0110
16720	 1 0 1 0110
16725	 0 0 1 0110
16730	 1 0 1 0110
16731	 1 0 1 0111
16735	 0 0 1 0111
16740	 1 0 1 0111
16745	 0 0 1 0111
16750	 1 0 1 0111
16755	 0 0 1 0111
16760	 1 0 1 0111
16765	 0 0 1 0111
16770	 1 0 1 0111
16775	 0 0 1 0111
16780	 1 0 1 0111
16785	 0 0 1 0111
16790	 1 0 1 0111
16791	 1 0 1 1000
16795	 0 0 1 1000
16800	 1 0 1 1000
16805	 0 0 1 1000
16810	 1 0 1 1000
16815	 0 0 1 1000
16820	 1 0 1 1000
16825	 0 0 1 1000
16830	 1 0 1 1000
16835	 0 0 1 1000
16840	 1 0 1 1000
16845	 0 0 1 1000
16850	 1 0 1 1000
16851	 1 0 1 1001
16855	 0 0 1 1001
16860	 1 0 1 1001
16865	 0 0 1 1001
16870	 1 0 1 1001
16875	 0 0 1 1001
16880	 1 0 1 1001
16885	 0 0 1 1001
16890	 1 0 1 1001
16895	 0 0 1 1001
16900	 1 0 1 1001
16905	 0 0 1 1001
16910	 1 0 1 1001
16911	 1 0 1 1010
16915	 0 0 1 1010
16920	 1 0 1 1010
16925	 0 0 1 1010
16930	 1 0 1 1010
16935	 0 0 1 1010
16940	 1 0 1 1010
16945	 0 0 1 1010
16950	 1 0 1 1010
16955	 0 0 1 1010
16960	 1 0 1 1010
16965	 0 0 1 1010
16970	 1 0 1 1010
16971	 1 0 1 1011
16975	 0 0 1 1011
16980	 1 0 1 1011
16985	 0 0 1 1011
16990	 1 0 1 1011
16995	 0 0 1 1011
17000	 1 0 1 1011
17005	 0 0 1 1011
17010	 1 0 1 1011
17015	 0 0 1 1011
17020	 1 0 1 1011
17025	 0 0 1 1011
17030	 1 0 1 1011
17031	 1 0 1 1100
17035	 0 0 1 1100
17040	 1 0 1 1100
17045	 0 0 1 1100
17050	 1 0 1 1100
17055	 0 0 1 1100
17060	 1 0 1 1100
17065	 0 0 1 1100
17070	 1 0 1 1100
17075	 0 0 1 1100
17080	 1 0 1 1100
17085	 0 0 1 1100
17090	 1 0 1 1100
17091	 1 0 1 1101
17095	 0 0 1 1101
17100	 1 0 1 1101
17105	 0 0 1 1101
17110	 1 0 1 1101
17115	 0 0 1 1101
17120	 1 0 1 1101
17125	 0 0 1 1101
17130	 1 0 1 1101
17135	 0 0 1 1101
17140	 1 0 1 1101
17145	 0 0 1 1101
17150	 1 0 1 1101
17151	 1 0 1 1110
17155	 0 0 1 1110
17160	 1 0 1 1110
17165	 0 0 1 1110
17170	 1 0 1 1110
17175	 0 0 1 1110
17180	 1 0 1 1110
17185	 0 0 1 1110
17190	 1 0 1 1110
17195	 0 0 1 1110
17200	 1 0 1 1110
17205	 0 0 1 1110
17210	 1 0 1 1110
17211	 1 0 1 1111
17215	 0 0 1 1111
17220	 1 0 1 1111
17225	 0 0 1 1111
17230	 1 0 1 1111
17235	 0 0 1 1111
17240	 1 0 1 1111
17245	 0 0 1 1111
17250	 1 0 1 1111
17255	 0 0 1 1111
17260	 1 0 1 1111
17265	 0 0 1 1111
17270	 1 0 1 1111
17271	 1 0 1 0000
17275	 0 0 1 0000
17280	 1 0 1 0000
17285	 0 0 1 0000
17290	 1 0 1 0000
17295	 0 0 1 0000
17300	 1 0 1 0000
17305	 0 0 1 0000
17310	 1 0 1 0000
17315	 0 0 1 0000
17320	 1 0 1 0000
17325	 0 0 1 0000
17330	 1 0 1 0000
17331	 1 0 1 0001
17335	 0 0 1 0001
17340	 1 0 1 0001
17345	 0 0 1 0001
17350	 1 0 1 0001
17355	 0 0 1 0001
17360	 1 0 1 0001
17365	 0 0 1 0001
17370	 1 0 1 0001
17375	 0 0 1 0001
17380	 1 0 1 0001
17385	 0 0 1 0001
17390	 1 0 1 0001
17391	 1 0 1 0010
17395	 0 0 1 0010
17400	 1 0 1 0010
17405	 0 0 1 0010
17410	 1 0 1 0010
17415	 0 0 1 0010
17420	 1 0 1 0010
17425	 0 0 1 0010
17430	 1 0 1 0010
17435	 0 0 1 0010
17440	 1 0 1 0010
17445	 0 0 1 0010
17450	 1 0 1 0010
17451	 1 0 1 0011
17455	 0 0 1 0011
17460	 1 0 1 0011
17465	 0 0 1 0011
17470	 1 0 1 0011
17475	 0 0 1 0011
17480	 1 0 1 0011
17485	 0 0 1 0011
17490	 1 0 1 0011
17495	 0 0 1 0011
17500	 1 0 1 0011
17505	 0 0 1 0011
17510	 1 0 1 0011
17511	 1 0 1 0100
17515	 0 0 1 0100
17520	 1 0 1 0100
17525	 0 0 1 0100
17530	 1 0 1 0100
17535	 0 0 1 0100
17540	 1 0 1 0100
17545	 0 0 1 0100
17550	 1 0 1 0100
17555	 0 0 1 0100
17560	 1 0 1 0100
17565	 0 0 1 0100
17570	 1 0 1 0100
17571	 1 0 1 0101
17575	 0 0 1 0101
17580	 1 0 1 0101
17585	 0 0 1 0101
17590	 1 0 1 0101
17595	 0 0 1 0101
17600	 1 0 1 0101
17605	 0 0 1 0101
17610	 1 0 1 0101
17615	 0 0 1 0101
17620	 1 0 1 0101
17625	 0 0 1 0101
17630	 1 0 1 0101
17631	 1 0 1 0110
17635	 0 0 1 0110
17640	 1 0 1 0110
17645	 0 0 1 0110
17650	 1 0 1 0110
17655	 0 0 1 0110
17660	 1 0 1 0110
17665	 0 0 1 0110
17670	 1 0 1 0110
17675	 0 0 1 0110
17680	 1 0 1 0110
17685	 0 0 1 0110
17690	 1 0 1 0110
17691	 1 0 1 0111
17695	 0 0 1 0111
17700	 1 0 1 0111
17705	 0 0 1 0111
17710	 1 0 1 0111
17715	 0 0 1 0111
17720	 1 0 1 0111
17725	 0 0 1 0111
17730	 1 0 1 0111
17735	 0 0 1 0111
17740	 1 0 1 0111
17745	 0 0 1 0111
17750	 1 0 1 0111
17751	 1 0 1 1000
17755	 0 0 1 1000
17760	 1 0 1 1000
17765	 0 0 1 1000
17770	 1 0 1 1000
17775	 0 0 1 1000
17780	 1 0 1 1000
17785	 0 0 1 1000
17790	 1 0 1 1000
17795	 0 0 1 1000
17800	 1 0 1 1000
17805	 0 0 1 1000
17810	 1 0 1 1000
17811	 1 0 1 1001
17815	 0 0 1 1001
17820	 1 0 1 1001
17825	 0 0 1 1001
17830	 1 0 1 1001
17835	 0 0 1 1001
17840	 1 0 1 1001
17845	 0 0 1 1001
17850	 1 0 1 1001
17855	 0 0 1 1001
17860	 1 0 1 1001
17865	 0 0 1 1001
17870	 1 0 1 1001
17871	 1 0 1 1010
17875	 0 0 1 1010
17880	 1 0 1 1010
17885	 0 0 1 1010
17890	 1 0 1 1010
17895	 0 0 1 1010
17900	 1 0 1 1010
17905	 0 0 1 1010
17910	 1 0 1 1010
17915	 0 0 1 1010
17920	 1 0 1 1010
17925	 0 0 1 1010
17930	 1 0 1 1010
17931	 1 0 1 1011
17935	 0 0 1 1011
17940	 1 0 1 1011
17945	 0 0 1 1011
17950	 1 0 1 1011
17955	 0 0 1 1011
17960	 1 0 1 1011
17965	 0 0 1 1011
17970	 1 0 1 1011
17975	 0 0 1 1011
17980	 1 0 1 1011
17985	 0 0 1 1011
17990	 1 0 1 1011
17991	 1 0 1 1100
17995	 0 0 1 1100
18000	 1 0 1 1100
18005	 0 0 1 1100
18010	 1 0 1 1100
18015	 0 0 1 1100
18020	 1 0 1 1100
18025	 0 0 1 1100
18030	 1 0 1 1100
18035	 0 0 1 1100
18040	 1 0 1 1100
18045	 0 0 1 1100
18050	 1 0 1 1100
18051	 1 0 1 1101
18055	 0 0 1 1101
18060	 1 0 1 1101
18065	 0 0 1 1101
18070	 1 0 1 1101
18075	 0 0 1 1101
18080	 1 0 1 1101
18085	 0 0 1 1101
18090	 1 0 1 1101
18095	 0 0 1 1101
18100	 1 0 1 1101
18105	 0 0 1 1101
18110	 1 0 1 1101
18111	 1 0 1 1110
18115	 0 0 1 1110
18120	 1 0 1 1110
18125	 0 0 1 1110
18130	 1 0 1 1110
18135	 0 0 1 1110
18140	 1 0 1 1110
18145	 0 0 1 1110
18150	 1 0 1 1110
18155	 0 0 1 1110
18160	 1 0 1 1110
18165	 0 0 1 1110
18170	 1 0 1 1110
18171	 1 0 1 1111
18175	 0 0 1 1111
18180	 1 0 1 1111
18185	 0 0 1 1111
18190	 1 0 1 1111
18195	 0 0 1 1111
18200	 1 0 1 1111
18205	 0 0 1 1111
18210	 1 0 1 1111
18215	 0 0 1 1111
18220	 1 0 1 1111
18225	 0 0 1 1111
18230	 1 0 1 1111
18231	 1 0 1 0000
18235	 0 0 1 0000
18240	 1 0 1 0000
18245	 0 0 1 0000
18250	 1 0 1 0000
18255	 0 0 1 0000
18260	 1 0 1 0000
18265	 0 0 1 0000
18270	 1 0 1 0000
18275	 0 0 1 0000
18280	 1 0 1 0000
18285	 0 0 1 0000
18290	 1 0 1 0000
18291	 1 0 1 0001
18295	 0 0 1 0001
18300	 1 0 1 0001
18305	 0 0 1 0001
18310	 1 0 1 0001
18315	 0 0 1 0001
18320	 1 0 1 0001
18325	 0 0 1 0001
18330	 1 0 1 0001
18335	 0 0 1 0001
18340	 1 0 1 0001
18345	 0 0 1 0001
18350	 1 0 1 0001
18351	 1 0 1 0010
18355	 0 0 1 0010
18360	 1 0 1 0010
18365	 0 0 1 0010
18370	 1 0 1 0010
18375	 0 0 1 0010
18380	 1 0 1 0010
18385	 0 0 1 0010
18390	 1 0 1 0010
18395	 0 0 1 0010
18400	 1 0 1 0010
18405	 0 0 1 0010
18410	 1 0 1 0010
18411	 1 0 1 0011
18415	 0 0 1 0011
18420	 1 0 1 0011
18425	 0 0 1 0011
18430	 1 0 1 0011
18435	 0 0 1 0011
18440	 1 0 1 0011
18445	 0 0 1 0011
18450	 1 0 1 0011
18455	 0 0 1 0011
18460	 1 0 1 0011
18465	 0 0 1 0011
18470	 1 0 1 0011
18471	 1 0 1 0100
18475	 0 0 1 0100
18480	 1 0 1 0100
18485	 0 0 1 0100
18490	 1 0 1 0100
18495	 0 0 1 0100
18500	 1 0 1 0100
18505	 0 0 1 0100
18510	 1 0 1 0100
18515	 0 0 1 0100
18520	 1 0 1 0100
18525	 0 0 1 0100
18530	 1 0 1 0100
18531	 1 0 1 0101
18535	 0 0 1 0101
18540	 1 0 1 0101
18545	 0 0 1 0101
18550	 1 0 1 0101
18555	 0 0 1 0101
18560	 1 0 1 0101
18565	 0 0 1 0101
18570	 1 0 1 0101
18575	 0 0 1 0101
18580	 1 0 1 0101
18585	 0 0 1 0101
18590	 1 0 1 0101
18591	 1 0 1 0110
18595	 0 0 1 0110
18600	 1 0 1 0110
18605	 0 0 1 0110
18610	 1 0 1 0110
18615	 0 0 1 0110
18620	 1 0 1 0110
18625	 0 0 1 0110
18630	 1 0 1 0110
18635	 0 0 1 0110
18640	 1 0 1 0110
18645	 0 0 1 0110
18650	 1 0 1 0110
18651	 1 0 1 0111
18655	 0 0 1 0111
18660	 1 0 1 0111
18665	 0 0 1 0111
18670	 1 0 1 0111
18675	 0 0 1 0111
18680	 1 0 1 0111
18685	 0 0 1 0111
18690	 1 0 1 0111
18695	 0 0 1 0111
18700	 1 0 1 0111
18705	 0 0 1 0111
18710	 1 0 1 0111
18711	 1 0 1 1000
18715	 0 0 1 1000
18720	 1 0 1 1000
18725	 0 0 1 1000
18730	 1 0 1 1000
18735	 0 0 1 1000
18740	 1 0 1 1000
18745	 0 0 1 1000
18750	 1 0 1 1000
18755	 0 0 1 1000
18760	 1 0 1 1000
18765	 0 0 1 1000
18770	 1 0 1 1000
18771	 1 0 1 1001
18775	 0 0 1 1001
18780	 1 0 1 1001
18785	 0 0 1 1001
18790	 1 0 1 1001
18795	 0 0 1 1001
18800	 1 0 1 1001
18805	 0 0 1 1001
18810	 1 0 1 1001
18815	 0 0 1 1001
18820	 1 0 1 1001
18825	 0 0 1 1001
18830	 1 0 1 1001
18831	 1 0 1 1010
18835	 0 0 1 1010
18840	 1 0 1 1010
18845	 0 0 1 1010
18850	 1 0 1 1010
18855	 0 0 1 1010
18860	 1 0 1 1010
18865	 0 0 1 1010
18870	 1 0 1 1010
18875	 0 0 1 1010
18880	 1 0 1 1010
18885	 0 0 1 1010
18890	 1 0 1 1010
18891	 1 0 1 1011
18895	 0 0 1 1011
18900	 1 0 1 1011
18905	 0 0 1 1011
18910	 1 0 1 1011
18915	 0 0 1 1011
18920	 1 0 1 1011
18925	 0 0 1 1011
18930	 1 0 1 1011
18935	 0 0 1 1011
18940	 1 0 1 1011
18945	 0 0 1 1011
18950	 1 0 1 1011
18951	 1 0 1 1100
18955	 0 0 1 1100
18960	 1 0 1 1100
18965	 0 0 1 1100
18970	 1 0 1 1100
18975	 0 0 1 1100
18980	 1 0 1 1100
18985	 0 0 1 1100
18990	 1 0 1 1100
18995	 0 0 1 1100
19000	 1 0 1 1100
19005	 0 0 1 1100
19010	 1 0 1 1100
19011	 1 0 1 1101
19015	 0 0 1 1101
19020	 1 0 1 1101
19025	 0 0 1 1101
19030	 1 0 1 1101
19035	 0 0 1 1101
19040	 1 0 1 1101
19045	 0 0 1 1101
19050	 1 0 1 1101
19055	 0 0 1 1101
19060	 1 0 1 1101
19065	 0 0 1 1101
19070	 1 0 1 1101
19071	 1 0 1 1110
19075	 0 0 1 1110
19080	 1 0 1 1110
19085	 0 0 1 1110
19090	 1 0 1 1110
19095	 0 0 1 1110
19100	 1 0 1 1110
19105	 0 0 1 1110
19110	 1 0 1 1110
19115	 0 0 1 1110
19120	 1 0 1 1110
19125	 0 0 1 1110
19130	 1 0 1 1110
19131	 1 0 1 1111
19135	 0 0 1 1111
19140	 1 0 1 1111
19145	 0 0 1 1111
19150	 1 0 1 1111
19155	 0 0 1 1111
19160	 1 0 1 1111
19165	 0 0 1 1111
19170	 1 0 1 1111
19175	 0 0 1 1111
19180	 1 0 1 1111
19185	 0 0 1 1111
19190	 1 0 1 1111
19191	 1 0 1 0000
19195	 0 0 1 0000
19200	 1 0 1 0000
19205	 0 0 1 0000
19210	 1 0 1 0000
19215	 0 0 1 0000
19220	 1 0 1 0000
19225	 0 0 1 0000
19230	 1 0 1 0000
19235	 0 0 1 0000
19240	 1 0 1 0000
19245	 0 0 1 0000
19250	 1 0 1 0000
19251	 1 0 1 0001
19255	 0 0 1 0001
19260	 1 0 1 0001
19265	 0 0 1 0001
19270	 1 0 1 0001
19275	 0 0 1 0001
19280	 1 0 1 0001
19285	 0 0 1 0001
19290	 1 0 1 0001
19295	 0 0 1 0001
19300	 1 0 1 0001
19305	 0 0 1 0001
19310	 1 0 1 0001
19311	 1 0 1 0010
19315	 0 0 1 0010
19320	 1 0 1 0010
19325	 0 0 1 0010
19330	 1 0 1 0010
19335	 0 0 1 0010
19340	 1 0 1 0010
19345	 0 0 1 0010
19350	 1 0 1 0010
19355	 0 0 1 0010
19360	 1 0 1 0010
19365	 0 0 1 0010
19370	 1 0 1 0010
19371	 1 0 1 0011
19375	 0 0 1 0011
19380	 1 0 1 0011
19385	 0 0 1 0011
19390	 1 0 1 0011
19395	 0 0 1 0011
19400	 1 0 1 0011
19405	 0 0 1 0011
19410	 1 0 1 0011
19415	 0 0 1 0011
19420	 1 0 1 0011
19425	 0 0 1 0011
19430	 1 0 1 0011
19431	 1 0 1 0100
19435	 0 0 1 0100
19440	 1 0 1 0100
19445	 0 0 1 0100
19450	 1 0 1 0100
19455	 0 0 1 0100
19460	 1 0 1 0100
19465	 0 0 1 0100
19470	 1 0 1 0100
19475	 0 0 1 0100
19480	 1 0 1 0100
19485	 0 0 1 0100
19490	 1 0 1 0100
19491	 1 0 1 0101
19495	 0 0 1 0101
19500	 1 0 1 0101
19505	 0 0 1 0101
19510	 1 0 1 0101
19515	 0 0 1 0101
19520	 1 0 1 0101
19525	 0 0 1 0101
19530	 1 0 1 0101
19535	 0 0 1 0101
19540	 1 0 1 0101
19545	 0 0 1 0101
19550	 1 0 1 0101
19551	 1 0 1 0110
19555	 0 0 1 0110
19560	 1 0 1 0110
19565	 0 0 1 0110
19570	 1 0 1 0110
19575	 0 0 1 0110
19580	 1 0 1 0110
19585	 0 0 1 0110
19590	 1 0 1 0110
19595	 0 0 1 0110
19600	 1 0 1 0110
19605	 0 0 1 0110
19610	 1 0 1 0110
19611	 1 0 1 0111
19615	 0 0 1 0111
19620	 1 0 1 0111
19625	 0 0 1 0111
19630	 1 0 1 0111
19635	 0 0 1 0111
19640	 1 0 1 0111
19645	 0 0 1 0111
19650	 1 0 1 0111
19655	 0 0 1 0111
19660	 1 0 1 0111
19665	 0 0 1 0111
19670	 1 0 1 0111
19671	 1 0 1 1000
19675	 0 0 1 1000
19680	 1 0 1 1000
19685	 0 0 1 1000
19690	 1 0 1 1000
19695	 0 0 1 1000
19700	 1 0 1 1000
19705	 0 0 1 1000
19710	 1 0 1 1000
19715	 0 0 1 1000
19720	 1 0 1 1000
19725	 0 0 1 1000
19730	 1 0 1 1000
19731	 1 0 1 1001
19735	 0 0 1 1001
19740	 1 0 1 1001
19745	 0 0 1 1001
19750	 1 0 1 1001
19755	 0 0 1 1001
19760	 1 0 1 1001
19765	 0 0 1 1001
19770	 1 0 1 1001
19775	 0 0 1 1001
19780	 1 0 1 1001
19785	 0 0 1 1001
19790	 1 0 1 1001
19791	 1 0 1 1010
19795	 0 0 1 1010
19800	 1 0 1 1010
19805	 0 0 1 1010
19810	 1 0 1 1010
19815	 0 0 1 1010
19820	 1 0 1 1010
19825	 0 0 1 1010
19830	 1 0 1 1010
19835	 0 0 1 1010
19840	 1 0 1 1010
19845	 0 0 1 1010
19850	 1 0 1 1010
19851	 1 0 1 1011
19855	 0 0 1 1011
19860	 1 0 1 1011
19865	 0 0 1 1011
19870	 1 0 1 1011
19875	 0 0 1 1011
19880	 1 0 1 1011
19885	 0 0 1 1011
19890	 1 0 1 1011
19895	 0 0 1 1011
19900	 1 0 1 1011
19905	 0 0 1 1011
19910	 1 0 1 1011
19911	 1 0 1 1100
19915	 0 0 1 1100
19920	 1 0 1 1100
19925	 0 0 1 1100
19930	 1 0 1 1100
19935	 0 0 1 1100
19940	 1 0 1 1100
19945	 0 0 1 1100
19950	 1 0 1 1100
19955	 0 0 1 1100
19960	 1 0 1 1100
19965	 0 0 1 1100
19970	 1 0 1 1100
19971	 1 0 1 1101
19975	 0 0 1 1101
19980	 1 0 1 1101
19985	 0 0 1 1101
19990	 1 0 1 1101
19995	 0 0 1 1101
20000	 1 0 1 1101
20005	 0 0 1 1101
20010	 1 0 1 1101
20015	 0 0 1 1101
20020	 1 0 1 1101
20025	 0 0 1 1101
20030	 1 0 1 1101
20031	 1 0 1 1110
