ISim log file
Running: C:\Users\sahil\Desktop\UCLAThings\2018-2019 Classes\Fall 2018\CS M152B\SJD\Lab0_2018\first_counter_tb_isim_beh.exe -intstyle ise -gui -tclbatch isim.cmd -wdb C:/Users/sahil/Desktop/UCLAThings/2018-2019 Classes/Fall 2018/CS M152B/SJD/Lab0_2018/first_counter_tb_isim_beh.wdb 
ISim P.20131013 (signature 0x7708f090)
----------------------------------------------------------------------
INFO:Security:51 - The XILINXD_LICENSE_FILE environment variable is not set.
INFO:Security:53 - The LM_LICENSE_FILE environment variable is not set.
INFO:Security:68a - user is sahil, on host SAHILLAPTOP.
WARNING:Security:43 - No license file was found in the standard Xilinx license directory.
WARNING:Security:44 - Since no license file was found,
       please run the Xilinx License Configuration Manager
       (xlcm or "Manage Xilinx Licenses")
       to assist in obtaining a license.
ERROR:Security:14 - No feature was available for 'ISIM'.

No such feature exists.
Feature:       ISIM
License path:  C:/.Xilinx;D:\Xilinx\14.7\ISE_DS\ISE\/data\*.lic;D:\Xilinx\14.7\ISE_DS\ISE\/coregen/core_licenses\Xilinx.lic;D:\Xilinx\14.7\ISE_DS\ISE\/coregen/core_licenses\XilinxFree.lic;
FLEXnet Licensing error:-5,357
For further information, refer to the FLEXnet Licensing documentation,
available at "www.flexerasoftware.com".
----------------------------------------------------------------------
WARNING: A full ISim License cannot be checked out due to the issues listed above. Please use Xilinx License Configuration Manager to fix these issues in order to check out a full ISim license.
WARNING: ISim will run in Lite mode. Please refer to the ISim documentation for more information on the differences between the Lite and the Full version.
This is a Lite version of ISim.
Time resolution is 1 ps
# onerror resume
# wave add /
# run 1000 ns
Simulator is doing circuit initialization process.
time	 clk reset enable counter
Finished circuit initialization process.
0	 1 0 0 xxxx
580960	 1 0 1 0010
580965	 0 0 1 0010
580970	 1 0 1 0010
580971	 1 0 1 0011
580975	 0 0 1 0011
580980	 1 0 1 0011
580985	 0 0 1 0011
580990	 1 0 1 0011
580995	 0 0 1 0011
581000	 1 0 1 0011
581005	 0 0 1 0011
581010	 1 0 1 0011
581015	 0 0 1 0011
581020	 1 0 1 0011
581025	 0 0 1 0011
581030	 1 0 1 0011
581031	 1 0 1 0100
581035	 0 0 1 0100
581040	 1 0 1 0100
581045	 0 0 1 0100
581050	 1 0 1 0100
581055	 0 0 1 0100
581060	 1 0 1 0100
581065	 0 0 1 0100
581070	 1 0 1 0100
581075	 0 0 1 0100
581080	 1 0 1 0100
581085	 0 0 1 0100
581090	 1 0 1 0100
581091	 1 0 1 0101
581095	 0 0 1 0101
581100	 1 0 1 0101
581105	 0 0 1 0101
581110	 1 0 1 0101
581115	 0 0 1 0101
581120	 1 0 1 0101
581125	 0 0 1 0101
581130	 1 0 1 0101
581135	 0 0 1 0101
581140	 1 0 1 0101
581145	 0 0 1 0101
581150	 1 0 1 0101
581151	 1 0 1 0110
581155	 0 0 1 0110
581160	 1 0 1 0110
581165	 0 0 1 0110
581170	 1 0 1 0110
581175	 0 0 1 0110
581180	 1 0 1 0110
581185	 0 0 1 0110
581190	 1 0 1 0110
581195	 0 0 1 0110
581200	 1 0 1 0110
581205	 0 0 1 0110
581210	 1 0 1 0110
581211	 1 0 1 0111
581215	 0 0 1 0111
581220	 1 0 1 0111
581225	 0 0 1 0111
581230	 1 0 1 0111
581235	 0 0 1 0111
581240	 1 0 1 0111
581245	 0 0 1 0111
581250	 1 0 1 0111
581255	 0 0 1 0111
581260	 1 0 1 0111
581265	 0 0 1 0111
581270	 1 0 1 0111
581271	 1 0 1 1000
581275	 0 0 1 1000
581280	 1 0 1 1000
581285	 0 0 1 1000
581290	 1 0 1 1000
581295	 0 0 1 1000
581300	 1 0 1 1000
581305	 0 0 1 1000
581310	 1 0 1 1000
581315	 0 0 1 1000
581320	 1 0 1 1000
581325	 0 0 1 1000
581330	 1 0 1 1000
581331	 1 0 1 1001
581335	 0 0 1 1001
581340	 1 0 1 1001
581345	 0 0 1 1001
581350	 1 0 1 1001
581355	 0 0 1 1001
581360	 1 0 1 1001
581365	 0 0 1 1001
581370	 1 0 1 1001
581375	 0 0 1 1001
581380	 1 0 1 1001
581385	 0 0 1 1001
581390	 1 0 1 1001
581391	 1 0 1 1010
581395	 0 0 1 1010
581400	 1 0 1 1010
581405	 0 0 1 1010
581410	 1 0 1 1010
581415	 0 0 1 1010
581420	 1 0 1 1010
581425	 0 0 1 1010
581430	 1 0 1 1010
581435	 0 0 1 1010
581440	 1 0 1 1010
581445	 0 0 1 1010
581450	 1 0 1 1010
581451	 1 0 1 1011
581455	 0 0 1 1011
581460	 1 0 1 1011
581465	 0 0 1 1011
581470	 1 0 1 1011
581475	 0 0 1 1011
581480	 1 0 1 1011
581485	 0 0 1 1011
581490	 1 0 1 1011
581495	 0 0 1 1011
581500	 1 0 1 1011
581505	 0 0 1 1011
581510	 1 0 1 1011
581511	 1 0 1 1100
581515	 0 0 1 1100
581520	 1 0 1 1100
581525	 0 0 1 1100
581530	 1 0 1 1100
581535	 0 0 1 1100
581540	 1 0 1 1100
581545	 0 0 1 1100
581550	 1 0 1 1100
581555	 0 0 1 1100
581560	 1 0 1 1100
581565	 0 0 1 1100
581570	 1 0 1 1100
581571	 1 0 1 1101
581575	 0 0 1 1101
581580	 1 0 1 1101
581585	 0 0 1 1101
581590	 1 0 1 1101
581595	 0 0 1 1101
581600	 1 0 1 1101
581605	 0 0 1 1101
581610	 1 0 1 1101
581615	 0 0 1 1101
581620	 1 0 1 1101
581625	 0 0 1 1101
581630	 1 0 1 1101
581631	 1 0 1 1110
581635	 0 0 1 1110
581640	 1 0 1 1110
581645	 0 0 1 1110
581650	 1 0 1 1110
581655	 0 0 1 1110
581660	 1 0 1 1110
581665	 0 0 1 1110
581670	 1 0 1 1110
581675	 0 0 1 1110
581680	 1 0 1 1110
581685	 0 0 1 1110
581690	 1 0 1 1110
581691	 1 0 1 1111
581695	 0 0 1 1111
581700	 1 0 1 1111
581705	 0 0 1 1111
581710	 1 0 1 1111
581715	 0 0 1 1111
581720	 1 0 1 1111
581725	 0 0 1 1111
581730	 1 0 1 1111
581735	 0 0 1 1111
581740	 1 0 1 1111
581745	 0 0 1 1111
581750	 1 0 1 1111
581751	 1 0 1 0000
581755	 0 0 1 0000
581760	 1 0 1 0000
581765	 0 0 1 0000
581770	 1 0 1 0000
581775	 0 0 1 0000
581780	 1 0 1 0000
581785	 0 0 1 0000
581790	 1 0 1 0000
581795	 0 0 1 0000
581800	 1 0 1 0000
581805	 0 0 1 0000
581810	 1 0 1 0000
581811	 1 0 1 0001
581815	 0 0 1 0001
581820	 1 0 1 0001
581825	 0 0 1 0001
581830	 1 0 1 0001
581835	 0 0 1 0001
581840	 1 0 1 0001
581845	 0 0 1 0001
581850	 1 0 1 0001
581855	 0 0 1 0001
581860	 1 0 1 0001
581865	 0 0 1 0001
581870	 1 0 1 0001
581871	 1 0 1 0010
581875	 0 0 1 0010
581880	 1 0 1 0010
581885	 0 0 1 0010
581890	 1 0 1 0010
581895	 0 0 1 0010
581900	 1 0 1 0010
581905	 0 0 1 0010
581910	 1 0 1 0010
581915	 0 0 1 0010
581920	 1 0 1 0010
581925	 0 0 1 0010
581930	 1 0 1 0010
581931	 1 0 1 0011
581935	 0 0 1 0011
581940	 1 0 1 0011
581945	 0 0 1 0011
581950	 1 0 1 0011
581955	 0 0 1 0011
581960	 1 0 1 0011
581965	 0 0 1 0011
581970	 1 0 1 0011
581975	 0 0 1 0011
581980	 1 0 1 0011
581985	 0 0 1 0011
581990	 1 0 1 0011
581991	 1 0 1 0100
581995	 0 0 1 0100
582000	 1 0 1 0100
582005	 0 0 1 0100
582010	 1 0 1 0100
582015	 0 0 1 0100
582020	 1 0 1 0100
582025	 0 0 1 0100
582030	 1 0 1 0100
582035	 0 0 1 0100
582040	 1 0 1 0100
582045	 0 0 1 0100
582050	 1 0 1 0100
582051	 1 0 1 0101
582055	 0 0 1 0101
582060	 1 0 1 0101
582065	 0 0 1 0101
582070	 1 0 1 0101
582075	 0 0 1 0101
582080	 1 0 1 0101
582085	 0 0 1 0101
582090	 1 0 1 0101
582095	 0 0 1 0101
582100	 1 0 1 0101
582105	 0 0 1 0101
582110	 1 0 1 0101
582111	 1 0 1 0110
582115	 0 0 1 0110
582120	 1 0 1 0110
582125	 0 0 1 0110
582130	 1 0 1 0110
582135	 0 0 1 0110
582140	 1 0 1 0110
582145	 0 0 1 0110
582150	 1 0 1 0110
582155	 0 0 1 0110
582160	 1 0 1 0110
582165	 0 0 1 0110
582170	 1 0 1 0110
582171	 1 0 1 0111
582175	 0 0 1 0111
582180	 1 0 1 0111
582185	 0 0 1 0111
582190	 1 0 1 0111
582195	 0 0 1 0111
582200	 1 0 1 0111
582205	 0 0 1 0111
582210	 1 0 1 0111
582215	 0 0 1 0111
582220	 1 0 1 0111
582225	 0 0 1 0111
582230	 1 0 1 0111
582231	 1 0 1 1000
582235	 0 0 1 1000
582240	 1 0 1 1000
582245	 0 0 1 1000
582250	 1 0 1 1000
582255	 0 0 1 1000
582260	 1 0 1 1000
582265	 0 0 1 1000
582270	 1 0 1 1000
582275	 0 0 1 1000
582280	 1 0 1 1000
582285	 0 0 1 1000
582290	 1 0 1 1000
582291	 1 0 1 1001
582295	 0 0 1 1001
582300	 1 0 1 1001
582305	 0 0 1 1001
582310	 1 0 1 1001
582315	 0 0 1 1001
582320	 1 0 1 1001
582325	 0 0 1 1001
582330	 1 0 1 1001
582335	 0 0 1 1001
582340	 1 0 1 1001
582345	 0 0 1 1001
582350	 1 0 1 1001
582351	 1 0 1 1010
582355	 0 0 1 1010
582360	 1 0 1 1010
582365	 0 0 1 1010
582370	 1 0 1 1010
582375	 0 0 1 1010
582380	 1 0 1 1010
582385	 0 0 1 1010
582390	 1 0 1 1010
582395	 0 0 1 1010
582400	 1 0 1 1010
582405	 0 0 1 1010
582410	 1 0 1 1010
582411	 1 0 1 1011
582415	 0 0 1 1011
582420	 1 0 1 1011
582425	 0 0 1 1011
582430	 1 0 1 1011
582435	 0 0 1 1011
582440	 1 0 1 1011
582445	 0 0 1 1011
582450	 1 0 1 1011
582455	 0 0 1 1011
582460	 1 0 1 1011
582465	 0 0 1 1011
582470	 1 0 1 1011
582471	 1 0 1 1100
582475	 0 0 1 1100
582480	 1 0 1 1100
582485	 0 0 1 1100
582490	 1 0 1 1100
582495	 0 0 1 1100
582500	 1 0 1 1100
582505	 0 0 1 1100
582510	 1 0 1 1100
582515	 0 0 1 1100
582520	 1 0 1 1100
582525	 0 0 1 1100
582530	 1 0 1 1100
582531	 1 0 1 1101
582535	 0 0 1 1101
582540	 1 0 1 1101
582545	 0 0 1 1101
582550	 1 0 1 1101
582555	 0 0 1 1101
582560	 1 0 1 1101
582565	 0 0 1 1101
582570	 1 0 1 1101
582575	 0 0 1 1101
582580	 1 0 1 1101
582585	 0 0 1 1101
582590	 1 0 1 1101
582591	 1 0 1 1110
582595	 0 0 1 1110
582600	 1 0 1 1110
582605	 0 0 1 1110
582610	 1 0 1 1110
582615	 0 0 1 1110
582620	 1 0 1 1110
582625	 0 0 1 1110
582630	 1 0 1 1110
582635	 0 0 1 1110
582640	 1 0 1 1110
582645	 0 0 1 1110
582650	 1 0 1 1110
582651	 1 0 1 1111
582655	 0 0 1 1111
582660	 1 0 1 1111
582665	 0 0 1 1111
582670	 1 0 1 1111
582675	 0 0 1 1111
582680	 1 0 1 1111
582685	 0 0 1 1111
582690	 1 0 1 1111
582695	 0 0 1 1111
582700	 1 0 1 1111
582705	 0 0 1 1111
582710	 1 0 1 1111
582711	 1 0 1 0000
582715	 0 0 1 0000
582720	 1 0 1 0000
582725	 0 0 1 0000
582730	 1 0 1 0000
582735	 0 0 1 0000
582740	 1 0 1 0000
582745	 0 0 1 0000
582750	 1 0 1 0000
582755	 0 0 1 0000
582760	 1 0 1 0000
582765	 0 0 1 0000
582770	 1 0 1 0000
582771	 1 0 1 0001
582775	 0 0 1 0001
582780	 1 0 1 0001
582785	 0 0 1 0001
582790	 1 0 1 0001
582795	 0 0 1 0001
582800	 1 0 1 0001
582805	 0 0 1 0001
582810	 1 0 1 0001
582815	 0 0 1 0001
582820	 1 0 1 0001
582825	 0 0 1 0001
582830	 1 0 1 0001
582831	 1 0 1 0010
582835	 0 0 1 0010
582840	 1 0 1 0010
582845	 0 0 1 0010
582850	 1 0 1 0010
582855	 0 0 1 0010
582860	 1 0 1 0010
582865	 0 0 1 0010
582870	 1 0 1 0010
582875	 0 0 1 0010
582880	 1 0 1 0010
582885	 0 0 1 0010
582890	 1 0 1 0010
582891	 1 0 1 0011
582895	 0 0 1 0011
582900	 1 0 1 0011
582905	 0 0 1 0011
582910	 1 0 1 0011
582915	 0 0 1 0011
582920	 1 0 1 0011
582925	 0 0 1 0011
582930	 1 0 1 0011
582935	 0 0 1 0011
582940	 1 0 1 0011
582945	 0 0 1 0011
582950	 1 0 1 0011
582951	 1 0 1 0100
582955	 0 0 1 0100
582960	 1 0 1 0100
582965	 0 0 1 0100
582970	 1 0 1 0100
582975	 0 0 1 0100
582980	 1 0 1 0100
582985	 0 0 1 0100
582990	 1 0 1 0100
582995	 0 0 1 0100
583000	 1 0 1 0100
583005	 0 0 1 0100
583010	 1 0 1 0100
583011	 1 0 1 0101
583015	 0 0 1 0101
583020	 1 0 1 0101
583025	 0 0 1 0101
583030	 1 0 1 0101
583035	 0 0 1 0101
583040	 1 0 1 0101
583045	 0 0 1 0101
583050	 1 0 1 0101
583055	 0 0 1 0101
583060	 1 0 1 0101
583065	 0 0 1 0101
583070	 1 0 1 0101
583071	 1 0 1 0110
583075	 0 0 1 0110
583080	 1 0 1 0110
583085	 0 0 1 0110
583090	 1 0 1 0110
583095	 0 0 1 0110
583100	 1 0 1 0110
583105	 0 0 1 0110
583110	 1 0 1 0110
583115	 0 0 1 0110
583120	 1 0 1 0110
583125	 0 0 1 0110
583130	 1 0 1 0110
583131	 1 0 1 0111
583135	 0 0 1 0111
583140	 1 0 1 0111
583145	 0 0 1 0111
583150	 1 0 1 0111
583155	 0 0 1 0111
583160	 1 0 1 0111
583165	 0 0 1 0111
583170	 1 0 1 0111
583175	 0 0 1 0111
583180	 1 0 1 0111
583185	 0 0 1 0111
583190	 1 0 1 0111
583191	 1 0 1 1000
583195	 0 0 1 1000
583200	 1 0 1 1000
583205	 0 0 1 1000
583210	 1 0 1 1000
583215	 0 0 1 1000
583220	 1 0 1 1000
583225	 0 0 1 1000
583230	 1 0 1 1000
583235	 0 0 1 1000
583240	 1 0 1 1000
583245	 0 0 1 1000
583250	 1 0 1 1000
583251	 1 0 1 1001
583255	 0 0 1 1001
583260	 1 0 1 1001
583265	 0 0 1 1001
583270	 1 0 1 1001
583275	 0 0 1 1001
583280	 1 0 1 1001
583285	 0 0 1 1001
583290	 1 0 1 1001
583295	 0 0 1 1001
583300	 1 0 1 1001
583305	 0 0 1 1001
583310	 1 0 1 1001
583311	 1 0 1 1010
583315	 0 0 1 1010
583320	 1 0 1 1010
583325	 0 0 1 1010
583330	 1 0 1 1010
583335	 0 0 1 1010
583340	 1 0 1 1010
583345	 0 0 1 1010
583350	 1 0 1 1010
583355	 0 0 1 1010
583360	 1 0 1 1010
583365	 0 0 1 1010
583370	 1 0 1 1010
583371	 1 0 1 1011
583375	 0 0 1 1011
583380	 1 0 1 1011
583385	 0 0 1 1011
583390	 1 0 1 1011
583395	 0 0 1 1011
583400	 1 0 1 1011
583405	 0 0 1 1011
583410	 1 0 1 1011
583415	 0 0 1 1011
583420	 1 0 1 1011
583425	 0 0 1 1011
583430	 1 0 1 1011
583431	 1 0 1 1100
583435	 0 0 1 1100
583440	 1 0 1 1100
583445	 0 0 1 1100
583450	 1 0 1 1100
583455	 0 0 1 1100
583460	 1 0 1 1100
583465	 0 0 1 1100
583470	 1 0 1 1100
583475	 0 0 1 1100
583480	 1 0 1 1100
583485	 0 0 1 1100
583490	 1 0 1 1100
583491	 1 0 1 1101
583495	 0 0 1 1101
583500	 1 0 1 1101
583505	 0 0 1 1101
583510	 1 0 1 1101
583515	 0 0 1 1101
583520	 1 0 1 1101
583525	 0 0 1 1101
583530	 1 0 1 1101
583535	 0 0 1 1101
583540	 1 0 1 1101
583545	 0 0 1 1101
583550	 1 0 1 1101
583551	 1 0 1 1110
583555	 0 0 1 1110
583560	 1 0 1 1110
583565	 0 0 1 1110
583570	 1 0 1 1110
583575	 0 0 1 1110
583580	 1 0 1 1110
583585	 0 0 1 1110
583590	 1 0 1 1110
583595	 0 0 1 1110
583600	 1 0 1 1110
583605	 0 0 1 1110
583610	 1 0 1 1110
583611	 1 0 1 1111
583615	 0 0 1 1111
583620	 1 0 1 1111
583625	 0 0 1 1111
583630	 1 0 1 1111
583635	 0 0 1 1111
583640	 1 0 1 1111
583645	 0 0 1 1111
583650	 1 0 1 1111
583655	 0 0 1 1111
583660	 1 0 1 1111
583665	 0 0 1 1111
583670	 1 0 1 1111
583671	 1 0 1 0000
583675	 0 0 1 0000
583680	 1 0 1 0000
583685	 0 0 1 0000
583690	 1 0 1 0000
583695	 0 0 1 0000
583700	 1 0 1 0000
583705	 0 0 1 0000
583710	 1 0 1 0000
583715	 0 0 1 0000
583720	 1 0 1 0000
583725	 0 0 1 0000
583730	 1 0 1 0000
583731	 1 0 1 0001
583735	 0 0 1 0001
583740	 1 0 1 0001
583745	 0 0 1 0001
583750	 1 0 1 0001
583755	 0 0 1 0001
583760	 1 0 1 0001
583765	 0 0 1 0001
583770	 1 0 1 0001
583775	 0 0 1 0001
583780	 1 0 1 0001
583785	 0 0 1 0001
583790	 1 0 1 0001
583791	 1 0 1 0010
583795	 0 0 1 0010
583800	 1 0 1 0010
583805	 0 0 1 0010
583810	 1 0 1 0010
583815	 0 0 1 0010
583820	 1 0 1 0010
583825	 0 0 1 0010
583830	 1 0 1 0010
583835	 0 0 1 0010
583840	 1 0 1 0010
583845	 0 0 1 0010
583850	 1 0 1 0010
583851	 1 0 1 0011
583855	 0 0 1 0011
583860	 1 0 1 0011
583865	 0 0 1 0011
583870	 1 0 1 0011
583875	 0 0 1 0011
583880	 1 0 1 0011
583885	 0 0 1 0011
583890	 1 0 1 0011
583895	 0 0 1 0011
583900	 1 0 1 0011
583905	 0 0 1 0011
583910	 1 0 1 0011
583911	 1 0 1 0100
583915	 0 0 1 0100
583920	 1 0 1 0100
583925	 0 0 1 0100
583930	 1 0 1 0100
583935	 0 0 1 0100
583940	 1 0 1 0100
583945	 0 0 1 0100
583950	 1 0 1 0100
583955	 0 0 1 0100
583960	 1 0 1 0100
583965	 0 0 1 0100
583970	 1 0 1 0100
583971	 1 0 1 0101
583975	 0 0 1 0101
583980	 1 0 1 0101
583985	 0 0 1 0101
583990	 1 0 1 0101
583995	 0 0 1 0101
584000	 1 0 1 0101
584005	 0 0 1 0101
584010	 1 0 1 0101
584015	 0 0 1 0101
584020	 1 0 1 0101
584025	 0 0 1 0101
584030	 1 0 1 0101
584031	 1 0 1 0110
584035	 0 0 1 0110
584040	 1 0 1 0110
584045	 0 0 1 0110
584050	 1 0 1 0110
584055	 0 0 1 0110
584060	 1 0 1 0110
584065	 0 0 1 0110
584070	 1 0 1 0110
584075	 0 0 1 0110
584080	 1 0 1 0110
584085	 0 0 1 0110
584090	 1 0 1 0110
584091	 1 0 1 0111
584095	 0 0 1 0111
584100	 1 0 1 0111
584105	 0 0 1 0111
584110	 1 0 1 0111
584115	 0 0 1 0111
584120	 1 0 1 0111
584125	 0 0 1 0111
584130	 1 0 1 0111
584135	 0 0 1 0111
584140	 1 0 1 0111
584145	 0 0 1 0111
584150	 1 0 1 0111
584151	 1 0 1 1000
584155	 0 0 1 1000
584160	 1 0 1 1000
584165	 0 0 1 1000
584170	 1 0 1 1000
584175	 0 0 1 1000
584180	 1 0 1 1000
584185	 0 0 1 1000
584190	 1 0 1 1000
584195	 0 0 1 1000
584200	 1 0 1 1000
584205	 0 0 1 1000
584210	 1 0 1 1000
584211	 1 0 1 1001
584215	 0 0 1 1001
584220	 1 0 1 1001
584225	 0 0 1 1001
584230	 1 0 1 1001
584235	 0 0 1 1001
584240	 1 0 1 1001
584245	 0 0 1 1001
584250	 1 0 1 1001
584255	 0 0 1 1001
584260	 1 0 1 1001
584265	 0 0 1 1001
584270	 1 0 1 1001
584271	 1 0 1 1010
584275	 0 0 1 1010
584280	 1 0 1 1010
584285	 0 0 1 1010
584290	 1 0 1 1010
584295	 0 0 1 1010
584300	 1 0 1 1010
584305	 0 0 1 1010
584310	 1 0 1 1010
584315	 0 0 1 1010
584320	 1 0 1 1010
584325	 0 0 1 1010
584330	 1 0 1 1010
584331	 1 0 1 1011
584335	 0 0 1 1011
584340	 1 0 1 1011
584345	 0 0 1 1011
584350	 1 0 1 1011
584355	 0 0 1 1011
584360	 1 0 1 1011
584365	 0 0 1 1011
584370	 1 0 1 1011
584375	 0 0 1 1011
584380	 1 0 1 1011
584385	 0 0 1 1011
584390	 1 0 1 1011
584391	 1 0 1 1100
584395	 0 0 1 1100
584400	 1 0 1 1100
584405	 0 0 1 1100
584410	 1 0 1 1100
584415	 0 0 1 1100
584420	 1 0 1 1100
584425	 0 0 1 1100
584430	 1 0 1 1100
584435	 0 0 1 1100
584440	 1 0 1 1100
584445	 0 0 1 1100
584450	 1 0 1 1100
584451	 1 0 1 1101
584455	 0 0 1 1101
584460	 1 0 1 1101
584465	 0 0 1 1101
584470	 1 0 1 1101
584475	 0 0 1 1101
584480	 1 0 1 1101
584485	 0 0 1 1101
584490	 1 0 1 1101
584495	 0 0 1 1101
584500	 1 0 1 1101
584505	 0 0 1 1101
584510	 1 0 1 1101
584511	 1 0 1 1110
584515	 0 0 1 1110
584520	 1 0 1 1110
584525	 0 0 1 1110
584530	 1 0 1 1110
584535	 0 0 1 1110
584540	 1 0 1 1110
584545	 0 0 1 1110
584550	 1 0 1 1110
584555	 0 0 1 1110
584560	 1 0 1 1110
584565	 0 0 1 1110
584570	 1 0 1 1110
584571	 1 0 1 1111
584575	 0 0 1 1111
584580	 1 0 1 1111
584585	 0 0 1 1111
584590	 1 0 1 1111
584595	 0 0 1 1111
584600	 1 0 1 1111
584605	 0 0 1 1111
584610	 1 0 1 1111
584615	 0 0 1 1111
584620	 1 0 1 1111
584625	 0 0 1 1111
584630	 1 0 1 1111
584631	 1 0 1 0000
584635	 0 0 1 0000
584640	 1 0 1 0000
584645	 0 0 1 0000
584650	 1 0 1 0000
584655	 0 0 1 0000
584660	 1 0 1 0000
584665	 0 0 1 0000
584670	 1 0 1 0000
584675	 0 0 1 0000
584680	 1 0 1 0000
584685	 0 0 1 0000
584690	 1 0 1 0000
584691	 1 0 1 0001
584695	 0 0 1 0001
584700	 1 0 1 0001
584705	 0 0 1 0001
584710	 1 0 1 0001
584715	 0 0 1 0001
584720	 1 0 1 0001
584725	 0 0 1 0001
584730	 1 0 1 0001
584735	 0 0 1 0001
584740	 1 0 1 0001
584745	 0 0 1 0001
584750	 1 0 1 0001
584751	 1 0 1 0010
584755	 0 0 1 0010
584760	 1 0 1 0010
584765	 0 0 1 0010
584770	 1 0 1 0010
584775	 0 0 1 0010
584780	 1 0 1 0010
584785	 0 0 1 0010
584790	 1 0 1 0010
584795	 0 0 1 0010
584800	 1 0 1 0010
584805	 0 0 1 0010
584810	 1 0 1 0010
584811	 1 0 1 0011
584815	 0 0 1 0011
584820	 1 0 1 0011
584825	 0 0 1 0011
584830	 1 0 1 0011
584835	 0 0 1 0011
584840	 1 0 1 0011
584845	 0 0 1 0011
584850	 1 0 1 0011
584855	 0 0 1 0011
584860	 1 0 1 0011
584865	 0 0 1 0011
584870	 1 0 1 0011
584871	 1 0 1 0100
584875	 0 0 1 0100
584880	 1 0 1 0100
584885	 0 0 1 0100
584890	 1 0 1 0100
584895	 0 0 1 0100
584900	 1 0 1 0100
584905	 0 0 1 0100
584910	 1 0 1 0100
584915	 0 0 1 0100
584920	 1 0 1 0100
584925	 0 0 1 0100
584930	 1 0 1 0100
584931	 1 0 1 0101
584935	 0 0 1 0101
584940	 1 0 1 0101
584945	 0 0 1 0101
584950	 1 0 1 0101
584955	 0 0 1 0101
584960	 1 0 1 0101
584965	 0 0 1 0101
584970	 1 0 1 0101
584975	 0 0 1 0101
584980	 1 0 1 0101
584985	 0 0 1 0101
584990	 1 0 1 0101
584991	 1 0 1 0110
584995	 0 0 1 0110
585000	 1 0 1 0110
585005	 0 0 1 0110
585010	 1 0 1 0110
585015	 0 0 1 0110
585020	 1 0 1 0110
585025	 0 0 1 0110
585030	 1 0 1 0110
585035	 0 0 1 0110
585040	 1 0 1 0110
585045	 0 0 1 0110
585050	 1 0 1 0110
585051	 1 0 1 0111
585055	 0 0 1 0111
585060	 1 0 1 0111
585065	 0 0 1 0111
585070	 1 0 1 0111
585075	 0 0 1 0111
585080	 1 0 1 0111
585085	 0 0 1 0111
585090	 1 0 1 0111
585095	 0 0 1 0111
585100	 1 0 1 0111
585105	 0 0 1 0111
585110	 1 0 1 0111
585111	 1 0 1 1000
585115	 0 0 1 1000
585120	 1 0 1 1000
585125	 0 0 1 1000
585130	 1 0 1 1000
585135	 0 0 1 1000
585140	 1 0 1 1000
585145	 0 0 1 1000
585150	 1 0 1 1000
585155	 0 0 1 1000
585160	 1 0 1 1000
585165	 0 0 1 1000
585170	 1 0 1 1000
585171	 1 0 1 1001
585175	 0 0 1 1001
585180	 1 0 1 1001
585185	 0 0 1 1001
585190	 1 0 1 1001
585195	 0 0 1 1001
585200	 1 0 1 1001
585205	 0 0 1 1001
585210	 1 0 1 1001
585215	 0 0 1 1001
585220	 1 0 1 1001
585225	 0 0 1 1001
585230	 1 0 1 1001
585231	 1 0 1 1010
585235	 0 0 1 1010
585240	 1 0 1 1010
585245	 0 0 1 1010
585250	 1 0 1 1010
585255	 0 0 1 1010
585260	 1 0 1 1010
585265	 0 0 1 1010
585270	 1 0 1 1010
585275	 0 0 1 1010
585280	 1 0 1 1010
585285	 0 0 1 1010
585290	 1 0 1 1010
585291	 1 0 1 1011
585295	 0 0 1 1011
585300	 1 0 1 1011
585305	 0 0 1 1011
585310	 1 0 1 1011
585315	 0 0 1 1011
585320	 1 0 1 1011
585325	 0 0 1 1011
585330	 1 0 1 1011
585335	 0 0 1 1011
585340	 1 0 1 1011
585345	 0 0 1 1011
585350	 1 0 1 1011
585351	 1 0 1 1100
585355	 0 0 1 1100
585360	 1 0 1 1100
585365	 0 0 1 1100
585370	 1 0 1 1100
585375	 0 0 1 1100
585380	 1 0 1 1100
585385	 0 0 1 1100
585390	 1 0 1 1100
585395	 0 0 1 1100
585400	 1 0 1 1100
585405	 0 0 1 1100
585410	 1 0 1 1100
585411	 1 0 1 1101
585415	 0 0 1 1101
585420	 1 0 1 1101
585425	 0 0 1 1101
585430	 1 0 1 1101
585435	 0 0 1 1101
585440	 1 0 1 1101
585445	 0 0 1 1101
585450	 1 0 1 1101
585455	 0 0 1 1101
585460	 1 0 1 1101
585465	 0 0 1 1101
585470	 1 0 1 1101
585471	 1 0 1 1110
585475	 0 0 1 1110
585480	 1 0 1 1110
585485	 0 0 1 1110
585490	 1 0 1 1110
585495	 0 0 1 1110
585500	 1 0 1 1110
585505	 0 0 1 1110
585510	 1 0 1 1110
585515	 0 0 1 1110
585520	 1 0 1 1110
585525	 0 0 1 1110
585530	 1 0 1 1110
585531	 1 0 1 1111
585535	 0 0 1 1111
585540	 1 0 1 1111
585545	 0 0 1 1111
585550	 1 0 1 1111
585555	 0 0 1 1111
585560	 1 0 1 1111
585565	 0 0 1 1111
585570	 1 0 1 1111
585575	 0 0 1 1111
585580	 1 0 1 1111
585585	 0 0 1 1111
585590	 1 0 1 1111
585591	 1 0 1 0000
585595	 0 0 1 0000
585600	 1 0 1 0000
585605	 0 0 1 0000
585610	 1 0 1 0000
